"variable_name","toolkit_canada_pct","omd_weighted_pct","difference","pct_difference"
"parsley",25.2911695099997,25.2911695099996,-1.20792265079217e-13,-4.77606482497608e-13
"ofherb",20.0740778817737,20.0740778817736,-6.3948846218409e-14,-3.18564302654577e-13
"Q34_A",84.8,84.836862659713,0.0368626597129946,0.0434701175860786
"Q34_B",17.6,17.5919807441534,-0.00801925584659102,-0.0455639536738126
"Q34_C",22.2,22.1501272846918,-0.0498727153081511,-0.224651870757437
"Q34_D",15.4,15.4129157988805,0.0129157988805382,0.0838688238995985
"Q34_E",48.8,48.7661269076891,-0.0338730923109267,-0.0694120744076367
"psaladstor",2.6,2.57062206773093,-0.0293779322690693,-1.12992047188728
"fruitsal",3.1,3.06781611552737,-0.0321838844726341,-1.03818982169787
"salsa",21.7,21.6916140464653,-0.00838595353470595,-0.0386449471645435
"mango",25.5824288259134,25.5824288259133,-9.2370555648813e-14,-3.61070312273272e-13
"mangod",3.93068645142595,3.93068645142595,-3.5527136788005e-15,-9.03840518113996e-14
"papaya",3.931437710624,3.93143771062398,-1.11022302462516e-14,-2.82396188454158e-13
"pomegra",7.05033622488362,7.05033622488359,-2.48689957516035e-14,-3.52734890342255e-13
"avocado",43.6465341265243,43.6465341265242,-1.13686837721616e-13,-2.60471627350882e-13
"melon",40.227510411043,40.2275104110429,-1.49213974509621e-13,-3.70925202641075e-13
"cantaloup",22.3787263448893,22.3787263448892,-8.88178419700125e-14,-3.96885151555089e-13
"honeydew",12.5424554957654,12.5424554957653,-6.21724893790088e-14,-4.95696312416653e-13
"watermel",27.0574979969066,27.0574979969065,-8.5265128291212e-14,-3.15125693813079e-13
"peach",17.3553042576965,17.3553042576964,-8.17124146124115e-14,-4.70820985902191e-13
"nectarine",12.3552938357145,12.3552938357144,-4.9737991503207e-14,-4.02564213887276e-13
"anyberry",77.4782590543019,77.4782590543016,-3.12638803734444e-13,-4.03518106305571e-13
"strawb",60.2276200018706,60.2276200018702,-3.76587649952853e-13,-6.25274002095977e-13
"raspb",37.821231535835,37.8212315358349,-9.9475983006414e-14,-2.6301624502143e-13
"blueb",51.8470996560596,51.8470996560594,-2.06057393370429e-13,-3.97432826016038e-13
"blackb",17.7448971467899,17.7448971467899,-7.8159700933611e-14,-4.40462969647306e-13
"coconut",8.06060133791111,8.06060133791108,-3.19744231092045e-14,-3.96675406322609e-13
"apple",72.3,72.264559225719,-0.0354407742810281,-0.0490190515643542
"pear",23.9,23.9237161534184,0.0237161534183912,0.0992307674409673
"apricot",4.6,4.62240086845604,0.0224008684560388,0.486975401218236
"plum",12.7,12.6654484885775,-0.0345515114224977,-0.272059145059037
"citrus",65,64.9501693348833,-0.0498306651167439,-0.0766625617180676
"cherry",14.7,14.7412174939422,0.0412174939422201,0.280391115253198
