uniqueid,Q145FSD,Q145_E_FS,Q146_FS,Q133_A_dv,Q133_B_dv,Q133_C_dv,Q133_D_dv,Q133_E_dv,Q133_F_dv,Q133_G_dv,Q134_A_dv,Q134_B_dv,Q134_C_dv,Q134_D_dv,AQEND_DATE,month_dv,age_grp_dv,gender,CHI_ADU,AQINTRO4B_dv,AQINTRO4C_dv,AQ165A_dv,AQ165_dv,AQ166_dv,AQ167_dv,cma_dv,QINTRO3,QLANGUAGE_dv,education,income,weight_kg_5pct_dv,height_cm_5pct_dv,bmi_cole_dv,bmi_is_dv,proxy_dv,EXPWEIGHT_CMA2_dv,AQ145_B_FS_dv
2471,,,,2,2,2,2,2,2,2,2,2,2,2,20140824,8,2,1,1,1,2,,3,1,1,5,2,1,,,1,,,,1,1183,
2472,,,,1,1,2,2,2,2,2,2,1,2,2,20140822,8,4,2,1,2,1,,4,1,2,34,2,1,,4,2,2,1,5,,1992,
2473,,,,2,2,2,2,2,2,1,2,1,2,2,20140811,8,10,1,3,,2,,2,1,2,34,2,1,6,2,5,5,3,4,3,1037,
2474,,,,1,1,2,2,1,2,2,2,2,2,2,20140813,8,8,1,3,,1,,1,1,0,5,2,1,7,1,5,4,3,4,3,8357,
2475,,,,2,2,2,2,2,2,2,2,2,2,2,20150322,3,2,2,1,3,3,,6,1,3,34,2,1,,2,1,1,2,5,1,1708,
2476,,,,2,1,2,2,2,2,2,2,2,2,2,20140819,8,7,2,3,,1,,1,1,0,4,2,1,5,2,3,1,2,3,3,3432,
2477,,,,2,2,2,2,2,2,2,2,2,2,2,20140815,8,10,2,3,,2,1,2,2,1,4,2,1,2,4,5,3,3,4,3,1071,
2478,,,,2,2,1,2,2,2,1,2,1,1,2,20140820,8,3,1,1,3,2,,5,1,1,34,2,1,,4,1,1,1,5,1,3043,
2479,,,,1,1,2,2,1,2,2,2,2,2,2,20140810,8,9,2,3,,1,,,,0,34,2,1,,,5,3,3,4,3,1153,
2480,,,,2,2,2,2,2,2,2,2,2,2,2,20140830,8,1,1,1,1,3,2,5,1,3,34,2,1,,4,1,1,4,5,1,1142,
2481,,,,2,2,2,2,2,2,2,2,2,2,2,20140815,8,8,1,3,,2,,2,1,2,34,2,1,7,4,4,5,1,2,3,4106,
2482,,,,1,1,2,2,2,2,2,2,2,2,2,20140821,8,9,2,3,,2,,2,1,2,34,2,1,4,1,3,1,2,3,3,769,
2483,,,,1,2,2,1,2,1,2,2,2,2,2,20140828,8,4,2,1,1,2,,3,1,3,5,2,1,,4,2,4,1,5,,815,
2484,,,,2,2,2,2,2,2,2,2,2,2,2,20150321,3,1,1,1,2,2,,4,1,2,34,2,1,,4,1,1,1,5,1,1522,
2485,,,,2,2,2,2,2,2,2,2,2,2,2,20140820,8,9,2,3,,3,2,3,1,0,4,2,1,2,1,3,1,2,3,3,4819,
2486,,,,1,1,1,,,2,2,2,2,2,2,20140821,8,9,1,3,,2,,2,1,2,4,2,1,6,4,4,4,2,3,3,1071,
2487,3,2,1,2,2,2,2,2,2,2,2,2,2,2,20150314,3,6,1,3,,2,,2,1,2,4,2,1,6,4,4,4,2,3,3,4839,65+
2488,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150325,3,4,1,2,1,3,3,4,1,3,34,2,1,,,3,5,1,2,3,1838,
2489,,,,1,2,2,2,1,2,2,2,2,2,2,20140820,8,2,1,1,2,2,,4,1,2,5,2,1,,4,1,1,3,5,1,1052,
2490,1,2,2,1,2,2,2,2,2,2,2,2,2,2,20150315,3,10,1,3,,1,,1,1,0,34,2,1,6,1,4,5,2,3,3,1555,70+
2491,,,,2,2,2,2,2,2,2,2,2,2,2,20140816,8,10,2,3,,2,,2,1,0,5,2,1,4,1,2,2,1,2,3,2225,
2492,,,,2,2,2,2,2,2,2,2,2,2,2,20140822,8,9,1,3,,2,,2,1,1,4,2,1,1,2,5,3,3,4,3,1607,
2493,,,,1,1,1,2,1,2,2,2,2,2,2,20140819,8,9,2,3,,1,,1,1,1,34,2,1,2,1,1,2,1,2,3,577,
2494,,,,1,2,2,2,1,2,2,2,2,2,2,20140820,8,1,1,1,2,2,,4,1,2,34,2,1,,,1,1,1,5,1,1522,
2495,,,,2,2,2,2,2,2,2,2,2,2,2,20150105,1,1,2,1,1,2,,3,0,2,34,2,1,,2,1,1,4,5,1,1708,
2496,,,,1,1,2,1,1,2,2,2,2,2,2,20140830,8,2,2,1,2,2,,4,1,3,5,2,1,,4,1,1,2,5,1,948,
2497,1,,1,1,2,2,2,2,2,1,2,1,2,2,20150311,3,8,2,3,,2,,2,1,2,34,2,1,2,4,5,3,3,4,3,2569,75+
2498,,,,2,2,2,2,2,2,2,2,2,2,2,20150102,1,1,2,1,1,2,,3,0,2,5,2,1,,4,,,,,1,1423,
2499,,,,1,1,2,2,2,2,2,2,2,1,2,20140815,8,7,2,3,,1,,1,2,3,34,2,1,4,2,5,4,3,4,3,771,
2500,,,,1,1,2,2,2,2,2,2,2,2,2,20140816,8,10,2,3,,2,,2,1,2,5,2,1,4,4,3,3,1,2,3,742,
2501,3,1,1,1,2,2,2,2,2,2,2,2,2,2,20150313,3,10,2,3,,2,2,2,1,1,34,2,1,2,2,1,1,1,2,3,1153,65+
2502,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150314,3,9,2,3,,2,,2,2,1,5,2,1,2,,2,1,1,2,3,742,65+
2503,,,,1,2,2,2,1,2,2,2,2,2,1,20150316,3,3,1,1,5,2,,6,1,3,4,2,1,,4,1,1,1,5,1,1961,
2504,,,,1,2,2,1,1,2,2,2,2,2,2,20150104,1,1,1,2,1,3,,6,1,3,34,2,1,,2,1,1,1,5,1,2155,
2505,,,,2,2,2,2,2,2,2,2,2,2,2,20150320,3,10,1,3,,2,,2,1,2,34,2,1,1,,5,3,3,4,2,1037,
2506,3,,1,2,2,2,2,2,2,2,2,2,2,2,20150311,3,10,2,3,,3,4,4,2,3,5,2,1,6,,1,1,1,2,3,890,
2507,1,,1,1,2,2,2,2,2,2,2,2,2,2,20150313,3,6,2,2,2,2,2,4,1,2,34,2,1,5,4,5,4,3,4,3,11393,
2508,,,,2,2,2,1,2,2,2,2,2,2,2,20140821,8,9,1,3,,2,,2,2,2,34,2,1,,,5,4,3,4,3,777,
2509,,,,2,2,2,2,2,2,2,2,2,2,2,20150321,3,2,2,1,2,2,,4,1,3,34,2,1,,,1,,,,1,1138,
2510,,,,2,2,2,2,2,2,2,2,2,2,2,20140820,8,10,2,3,,2,,2,2,2,34,2,1,6,4,3,2,2,3,3,384,
2511,,,,2,2,2,2,2,2,2,2,2,2,2,20140817,8,8,2,3,,2,2,2,1,2,5,2,1,4,2,4,2,3,4,3,2562,
2512,,,,1,2,2,2,1,2,2,2,2,2,2,20140815,8,4,1,2,1,3,3,4,1,3,4,2,1,,,3,4,2,3,3,3747,
2513,,,,1,2,2,2,1,2,2,2,2,2,2,20150324,3,2,2,1,2,2,,4,1,2,4,2,1,,4,1,1,1,5,1,1718,
2514,1,1,1,2,2,2,2,2,2,2,2,1,2,2,20150314,3,8,1,3,,2,,2,1,2,5,2,1,2,4,5,4,3,4,3,5571,50+
2515,,,,1,2,2,2,2,2,2,2,2,2,2,20150321,3,1,1,1,1,2,,3,1,2,5,2,1,,4,1,1,1,5,1,789,
2516,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150316,3,8,2,3,,2,,2,1,0,34,2,1,4,2,2,3,1,2,3,7708,
2517,,,,1,2,2,2,2,2,2,2,1,2,2,20140814,8,6,2,2,2,2,,4,1,2,5,2,1,6,4,1,1,1,2,3,14228,
2518,1,1,1,1,1,2,1,1,2,2,2,2,2,2,20150313,3,8,2,3,,1,,2,1,2,34,2,1,2,2,2,3,1,2,3,2569,
2519,,,,1,2,2,2,2,2,2,2,2,2,1,20140816,8,9,2,3,,1,,1,1,1,4,2,1,4,,4,3,2,3,3,803,
2520,,,,1,1,2,1,2,2,2,2,2,2,2,20140827,8,3,1,1,2,2,,4,1,3,5,2,1,,4,2,3,1,5,1,1070,
2521,,,,1,2,2,2,1,2,2,2,2,2,2,20140828,8,3,1,1,3,2,,5,1,3,34,2,1,,4,2,3,1,5,1,1521,
2522,,,,2,2,2,2,2,2,2,2,2,2,2,20150322,3,1,1,1,1,3,,4,1,2,5,2,1,,,1,1,4,5,1,1052,
2523,,,,1,2,2,2,2,2,2,2,2,2,2,20140813,8,6,2,2,1,2,,3,1,3,5,2,1,4,4,3,1,2,3,3,8003,
2524,,,,1,2,2,2,1,2,2,2,2,2,2,20140829,8,1,2,1,3,2,,5,1,2,34,2,1,,4,1,1,4,5,1,1897,
2525,,,,1,1,2,1,2,1,2,2,2,2,1,20140825,8,3,2,1,3,2,,5,1,2,34,2,1,,3,1,1,1,5,1,2490,
2526,,,,1,1,1,2,2,2,2,2,2,2,1,20140815,8,10,1,3,,1,,1,1,1,5,2,1,1,2,3,4,2,3,3,941,
2527,1,1,1,1,1,2,1,1,2,2,2,2,2,1,20150312,3,8,2,3,,1,,1,1,1,34,2,1,7,3,2,2,2,3,3,1927,65+
2528,,,,1,2,2,2,2,2,2,2,2,2,2,20140814,8,8,1,3,,2,,2,2,2,5,2,1,2,,5,4,2,3,3,4179,
2529,1,2,1,1,1,2,2,1,2,2,1,2,2,2,20150321,3,9,2,3,,1,,1,1,1,5,2,1,4,1,2,2,1,2,3,556,70+
2530,,,,2,2,2,2,2,2,2,2,2,2,2,20140813,8,9,2,3,,2,,2,1,2,34,2,1,7,4,,3,,,3,769,
2531,,,,1,2,2,2,2,2,2,2,2,2,2,20140819,8,4,2,1,2,3,1,5,1,3,34,2,1,,4,2,3,1,5,,1245,
2532,,,,1,2,2,1,2,2,2,2,2,2,2,20140821,8,10,2,3,,2,,2,1,1,5,2,1,2,3,3,2,2,3,3,1112,
2533,1,2,2,1,1,2,1,1,2,2,,,,,20150324,3,4,2,1,1,3,4,5,1,3,5,2,1,,,3,3,1,2,3,1087,60+
2534,,,,2,2,2,2,2,2,2,2,2,2,2,20140821,8,9,1,3,,2,,2,1,1,4,2,1,,,4,3,2,3,3,1607,
2535,,,,2,2,2,2,2,2,2,2,2,2,2,20150316,3,1,1,1,2,1,,3,1,2,34,2,1,,1,1,1,2,5,1,1142,
2536,,,,1,2,2,2,2,2,2,2,2,2,2,20140621,6,1,2,1,2,2,,4,0,2,34,3,1,,4,,,,,1,1043,
2537,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,2,1,1,1,1,,2,1,1,23,3,,,2,1,,,,1,429,
2538,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,6,2,2,2,1,1,3,1,1,20,3,,6,2,2,3,1,2,3,9534,
2539,,,,2,2,2,2,2,2,2,2,2,2,2,20140624,6,9,1,3,,2,,2,1,1,20,3,1,7,3,4,4,2,3,3,740,
2540,,,,1,2,2,2,2,2,2,2,2,2,2,20140704,7,2,1,1,5,2,2,6,1,3,34,3,1,,3,1,1,2,5,1,636,
2541,,,,1,2,2,2,2,2,2,2,2,2,2,20140613,6,8,1,2,1,2,,3,1,3,34,3,1,2,3,5,5,2,3,3,5313,
2542,,,,1,2,2,2,1,2,2,2,2,2,2,20140707,7,2,2,1,2,2,,4,1,2,34,3,1,,4,1,1,1,5,1,696,
2543,,,,2,2,2,2,2,2,2,2,2,2,2,20140705,7,10,2,3,,3,,3,1,2,23,3,1,6,2,1,1,1,1,3,433,
2544,,,,1,2,2,2,1,1,1,2,1,2,1,20140613,6,4,2,1,2,3,1,5,1,3,20,3,1,,4,2,4,1,5,,755,
2545,,,,2,2,2,2,2,2,2,2,2,2,2,20140618,6,9,2,3,,2,,2,1,1,23,3,1,1,1,,1,,,3,433,
2546,,,,1,2,2,2,2,2,2,2,2,2,2,20140502,5,8,1,3,,2,,2,1,0,34,3,,6,2,4,1,3,4,3,5052,
2547,,,,2,2,2,2,2,2,2,2,1,2,2,20140707,7,2,1,1,3,2,,5,1,2,34,3,1,,,1,1,1,5,1,757,
2548,,,,1,1,2,2,1,2,2,2,2,2,2,20140619,6,9,1,3,,2,2,2,1,1,20,3,1,3,4,3,5,1,2,3,740,
2549,,,,2,2,2,2,2,2,2,2,2,2,2,20140625,6,9,2,3,,1,,1,1,0,34,3,1,1,1,2,3,1,2,3,746,
2550,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,9,1,3,,1,,1,1,1,34,3,1,1,1,5,4,3,4,3,451,
2551,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,2,2,1,5,3,4,6,1,3,23,3,,,2,1,1,1,5,1,574,
2552,,,,2,2,2,2,2,2,2,2,2,2,2,20140614,6,10,2,3,,2,,2,1,1,23,3,1,1,2,4,4,2,3,3,433,
2553,,,,2,2,2,2,2,2,2,2,2,2,2,20140616,6,7,2,2,1,2,,3,1,2,23,3,1,3,,,3,,,3,6491,
2554,,,,1,2,2,2,1,2,2,2,2,2,2,20140706,7,3,2,1,2,2,,4,1,3,34,3,1,,4,1,1,1,5,1,397,
2555,,,,2,2,2,2,1,2,2,2,2,2,2,20140703,7,9,2,3,,2,1,2,1,3,23,3,1,3,2,4,1,3,4,3,217,
2556,,,,1,2,2,2,2,2,2,2,2,2,2,20140612,6,1,2,1,1,2,,3,1,2,23,3,1,,1,1,1,2,5,1,335,
2557,,,,2,2,2,2,2,2,2,2,2,2,2,20140619,6,3,2,1,1,1,,2,1,1,34,3,1,,2,2,4,1,5,1,496,
2558,,,,1,2,2,2,2,2,2,2,2,2,2,20140616,6,5,2,2,4,2,,6,1,2,34,3,1,2,4,2,4,1,2,3,7306,
2559,,,,2,2,2,2,2,2,2,2,2,2,2,20140612,6,1,1,1,1,2,,3,1,2,34,3,1,,,1,,,,1,454,
2560,,,,1,2,2,2,2,2,2,2,2,2,2,20140703,7,9,1,3,,1,,1,1,1,34,3,1,1,1,5,4,3,4,3,451,
2561,,,,1,2,1,2,2,2,2,2,1,2,2,20140508,5,4,2,1,5,2,2,6,1,2,34,3,,,,4,3,2,5,,1324,
2562,,,,1,2,2,2,1,2,2,2,2,2,2,20140619,6,4,2,1,2,3,1,5,1,3,34,3,1,,4,1,1,1,5,,621,
2563,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,4,2,4,,,,4,1,3,34,3,,,2,3,1,2,5,,397,
2564,,,,2,2,2,2,2,2,2,2,2,2,2,20140414,4,1,2,4,,,,6,1,2,23,3,,,4,1,1,4,5,1,669,
2565,,,,1,2,2,2,1,2,2,2,1,2,2,20140415,4,9,2,4,,,,2,1,1,20,3,,3,2,4,4,2,3,3,1236,
2566,,,,1,2,2,2,1,2,2,2,2,2,2,20140629,6,3,2,1,2,2,,4,1,3,34,3,1,,4,1,2,1,5,1,496,
2567,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,3,2,1,1,2,,3,1,2,34,3,1,,4,1,1,1,5,1,496,
2568,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,1,1,1,1,2,,3,1,1,20,3,,,1,1,,,,1,806,
2569,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,9,1,3,,1,,1,1,1,34,3,1,1,,2,3,1,2,3,451,
2570,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,10,2,3,,1,,1,1,0,23,3,1,1,2,2,2,1,2,3,433,
2571,,,,1,2,2,2,1,2,2,2,1,1,2,20140706,7,1,1,1,2,2,,4,1,2,34,3,1,,4,1,1,4,5,1,606,
2572,,,,1,2,2,2,1,2,2,2,2,2,2,20140425,4,3,1,4,,,,3,1,1,34,3,,,,2,4,1,5,1,941,
2573,,,,2,2,2,2,2,2,2,2,2,2,2,20140628,6,2,2,1,3,2,,5,1,3,34,3,1,,4,1,1,1,5,1,652,
2574,,,,2,2,2,2,2,2,2,2,2,2,2,20140615,6,9,2,3,,2,2,2,1,2,34,3,1,2,1,3,2,2,3,3,498,
2575,,,,1,1,2,2,2,2,2,2,2,2,2,20140624,6,3,2,1,1,2,2,3,1,2,23,3,1,,4,,2,,,1,713,
2576,,,,1,2,2,2,2,2,2,2,2,2,2,20140610,6,10,2,3,,2,2,2,1,2,23,3,1,5,4,4,5,2,3,3,289,
2577,,,,1,2,2,2,2,2,1,2,1,2,2,20140613,6,8,1,3,,2,,2,1,2,34,3,1,5,2,5,5,3,4,3,1684,
2578,,,,2,2,2,2,2,2,2,2,2,2,2,20140416,4,9,1,4,,,,2,1,2,23,3,,2,3,5,4,3,4,3,481,
2579,,,,2,2,2,2,2,2,2,2,2,2,2,20140416,4,8,1,4,,,,1,1,1,34,3,,4,2,5,5,2,3,3,1263,
2580,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,6,2,2,3,1,1,4,1,0,34,3,1,2,1,5,2,3,4,3,14612,
2581,,,,1,2,2,2,1,2,2,2,2,2,2,20140416,4,2,2,4,,,,6,1,3,34,3,,,4,1,1,3,5,1,913,
2582,,,,2,2,2,2,2,2,2,2,2,2,2,20140507,5,4,1,3,,3,3,3,1,3,34,3,,,,2,4,1,2,3,401,
2583,,,,2,2,2,2,2,2,2,2,2,2,2,20140703,7,10,2,3,,2,2,2,1,0,23,3,1,7,4,1,2,1,2,3,867,
2584,,,,1,1,1,2,2,2,2,2,2,2,2,20140610,6,7,2,2,1,2,,3,1,3,34,3,1,1,2,4,4,2,3,3,2740,
2585,,,,1,2,2,2,1,2,2,2,2,2,2,20140612,6,7,2,3,,2,,2,1,2,23,3,1,4,4,5,2,3,4,3,1417,
2586,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,10,1,3,,2,,2,2,0,34,3,,1,3,3,4,1,2,3,601,
2587,,,,2,2,2,2,2,2,2,2,2,2,2,20140629,6,3,1,1,1,1,,2,1,0,34,3,1,,1,1,,,,1,1255,
2588,,,,1,2,2,2,2,2,2,2,2,2,2,20140617,6,7,1,3,,3,2,4,2,3,34,3,1,6,4,5,5,3,4,3,1684,
2589,,,,2,2,2,2,2,2,2,2,2,2,2,20140626,6,1,1,1,1,2,,3,1,2,34,3,1,,1,1,1,4,5,1,454,
2590,,,,1,2,2,1,1,2,2,2,2,2,2,20140706,7,3,1,2,2,3,4,6,1,3,34,3,1,,1,5,4,3,5,1,1997,
2591,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,4,1,1,1,3,2,5,1,3,20,3,,,3,,5,,,,455,
2592,,,,2,2,2,2,2,2,2,2,2,2,2,20140613,6,8,2,3,,1,,1,1,1,34,3,1,7,3,5,3,3,4,3,651,
2593,,,,1,2,2,2,2,2,1,2,1,2,2,20140505,5,8,1,3,,2,2,2,1,1,34,3,,2,4,4,3,3,4,3,2526,
2594,,,,1,2,2,2,1,2,2,2,2,2,2,20140615,6,2,2,1,3,1,,4,1,2,20,3,1,,4,1,1,3,5,1,519,
2595,,,,2,2,2,2,2,2,2,2,1,2,2,20140505,5,7,1,3,,1,,2,1,1,34,3,,3,4,5,5,3,4,3,2526,
2596,,,,2,2,2,2,2,2,2,2,2,2,2,20140610,6,8,2,3,,2,,2,2,1,34,3,1,4,4,2,3,1,2,3,651,
2597,,,,1,1,2,2,2,2,2,2,2,2,2,20140627,6,2,1,1,4,2,,6,1,2,34,3,1,,4,1,1,2,5,1,909,
2598,,,,2,2,2,2,2,2,2,2,2,2,2,20140622,6,2,2,1,2,2,2,4,1,2,20,3,1,,3,1,1,3,5,1,519,
2599,,,,2,2,2,2,2,2,2,2,2,2,2,20140415,4,4,1,4,,,,4,1,3,20,3,,,,3,4,1,2,3,437,
2600,,,,2,2,2,2,2,2,2,2,2,2,2,20140508,5,9,1,3,,2,,2,1,1,23,3,,1,4,2,3,1,2,3,721,
2601,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,9,2,3,,1,,1,2,1,20,3,,6,4,2,1,1,2,3,412,
2602,,,,1,2,2,1,1,2,2,2,2,2,2,20140616,6,8,1,3,,3,2,4,1,3,20,3,1,6,4,5,4,3,4,3,1569,
2603,,,,1,2,2,1,2,2,2,2,2,2,2,20140707,7,3,2,1,3,2,,5,1,2,34,3,1,,4,1,,,,1,827,
2604,,,,2,2,2,2,2,2,2,2,2,2,2,20140703,7,8,2,3,,1,,1,1,1,34,3,1,4,1,4,1,3,4,3,651,
2605,,,,1,2,1,2,2,2,2,2,2,2,2,20140614,6,8,2,2,2,3,2,6,1,3,34,3,1,2,1,4,2,3,4,3,5114,
2606,,,,2,2,2,2,2,2,2,2,2,2,2,20140502,5,7,2,3,,2,,2,2,0,23,3,,4,2,5,2,3,4,3,2125,
2607,,,,2,2,2,2,2,2,2,2,2,2,2,20140702,7,4,2,2,1,2,,3,1,3,34,3,1,,4,1,1,1,5,,889,
2608,,,,1,2,2,2,1,2,2,2,2,2,2,20140419,4,9,1,4,,,,2,1,2,23,3,,6,3,4,4,2,3,3,481,
2609,,,,1,2,2,2,2,2,2,2,2,2,2,20140506,5,4,1,1,2,2,,4,2,3,34,3,,,3,4,4,2,5,,418,
2610,,,,2,2,2,2,2,2,2,2,2,2,2,20140610,6,2,1,1,3,2,,5,1,2,20,3,1,,3,1,1,1,5,1,896,
2611,,,,1,2,2,2,1,2,2,2,2,2,2,20140612,6,8,2,3,,2,,2,1,2,34,3,1,1,,2,3,1,2,3,869,
2612,,,,2,2,2,2,2,2,2,2,2,2,2,20140611,6,10,2,3,,2,,2,1,1,23,3,1,3,,3,2,2,3,3,433,
2613,,,,1,2,2,2,2,2,2,2,2,2,2,20140618,6,8,2,3,,2,,2,1,2,34,3,1,2,4,,2,,,3,869,
2614,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,9,2,3,,2,,2,1,2,34,3,,7,4,3,3,2,3,3,498,
2615,,,,2,2,2,2,2,2,2,2,2,2,2,20140616,6,10,2,3,,1,,1,1,1,34,3,1,3,3,5,3,3,4,3,373,
2616,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,1,3,,1,,1,1,0,34,3,,4,1,3,5,1,2,3,902,
2617,,,,2,2,2,2,2,2,2,2,2,2,2,20140704,7,7,2,3,,2,,2,1,2,34,3,1,4,3,5,2,3,4,3,869,
2618,,,,1,2,2,2,2,2,1,2,1,2,2,20140618,6,9,2,3,,2,,2,1,2,34,3,1,3,2,2,2,1,2,3,498,
2619,,,,2,2,2,2,2,2,2,2,2,2,2,20140419,4,1,1,4,,,,3,1,2,20,3,,,4,1,,,,1,538,
2620,,,,1,1,2,1,1,2,2,2,2,2,2,20140415,4,8,2,4,,,,1,1,0,20,3,,4,2,,1,,,3,1584,
2621,,,,2,2,2,2,2,2,1,2,1,2,2,20140505,5,9,1,3,,2,,2,1,1,34,3,,6,3,5,4,3,4,3,902,
2622,,,,1,1,2,1,1,2,2,2,2,2,2,20140505,5,8,2,3,,1,1,1,1,0,23,3,,6,3,1,3,1,1,3,2125,
2623,,,,2,2,2,2,2,2,2,2,1,2,2,20140507,5,4,2,1,1,2,,3,1,3,34,3,,,4,1,1,1,5,,372,
2624,,,,1,2,2,2,1,2,2,2,2,2,2,20140414,4,10,2,4,,,,2,1,1,34,3,,2,,3,3,2,3,3,746,
2625,,,,1,2,2,2,1,2,2,2,2,2,2,20140505,5,4,2,1,1,3,1,4,1,3,34,3,,,3,3,3,2,5,,397,
2626,,,,1,1,2,1,1,2,2,2,2,2,2,20140506,5,4,2,1,1,2,,3,1,3,34,3,,,4,1,1,1,5,,372,
2627,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,1,2,4,,,,3,1,2,23,3,,,4,1,1,4,5,1,335,
2628,,,,1,2,2,2,1,2,2,2,2,2,2,20140502,5,8,1,3,,2,,2,1,2,34,3,,2,3,5,5,3,4,3,1684,
2629,,,,2,2,2,2,2,2,2,2,2,2,2,20140503,5,1,1,1,1,2,2,3,1,2,23,3,,,4,1,1,4,5,1,429,
2630,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,2,3,,1,,1,1,0,34,3,1,2,,2,3,1,2,3,746,
2631,,,,1,2,2,2,1,2,2,2,2,2,2,20140422,4,4,2,4,,,,3,1,3,34,3,,,,2,1,1,5,,372,
2632,,,,1,2,2,2,2,2,2,2,1,2,2,20140513,5,7,1,3,,1,,1,1,1,34,3,1,4,2,3,4,1,2,3,1263,
2633,,,,2,2,2,2,2,2,2,2,2,2,2,20140515,5,9,1,3,,1,,1,1,1,20,3,1,4,4,5,5,3,4,3,370,
2634,,,,2,2,2,2,1,2,2,2,2,2,2,20140505,5,9,2,2,4,1,,5,1,1,34,3,,2,2,4,3,2,3,3,5232,
2635,,,,1,1,2,1,1,2,2,2,2,2,2,20140514,5,7,1,2,2,3,1,5,1,3,34,3,1,3,3,5,5,2,3,3,7084,
2636,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,2,3,,1,,1,1,1,34,3,1,1,1,2,3,1,2,3,373,
2637,,,,2,2,2,2,2,2,2,2,2,2,2,20140424,4,2,2,4,,,,3,1,1,23,3,,,2,1,1,3,5,1,502,
2638,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,2,2,1,3,2,,5,1,2,34,3,,,4,1,1,3,5,1,869,
2639,,,,1,2,2,2,1,2,2,1,1,2,2,20140513,5,6,1,3,,2,,4,1,2,34,3,1,4,4,5,5,2,3,3,3368,
2640,,,,1,2,2,1,1,2,2,2,2,2,2,20140513,5,10,2,3,,2,,2,1,0,34,3,1,3,1,3,1,2,3,3,1493,
2641,,,,2,2,2,2,2,2,2,2,2,2,2,20140522,5,1,1,1,2,2,2,4,1,2,23,3,1,,1,1,,,,1,572,
2642,,,,1,2,2,2,2,2,2,2,2,2,2,20140417,4,7,2,4,,,,1,1,1,34,3,,4,,2,1,2,3,3,651,
2643,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,8,2,3,,2,,2,1,1,34,3,1,2,,3,2,2,3,3,1303,
2644,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,6,2,3,,2,,2,1,2,34,3,1,4,,,2,,,3,869,
2645,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,1,3,,2,,2,1,0,34,3,,1,2,3,4,1,2,2,1804,
2646,,,,1,1,1,2,1,1,2,2,2,2,2,20140521,5,4,2,1,2,2,,4,1,3,23,3,1,,4,1,1,1,5,,571,
2647,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,1,3,,2,2,2,1,1,34,3,,1,2,5,5,2,3,3,902,
2648,,,,1,2,2,2,1,2,2,2,2,2,2,20140513,5,8,2,3,,1,,1,1,0,20,3,1,4,,3,2,2,3,3,1584,
2649,,,,2,2,2,2,2,2,2,2,2,2,2,20140424,4,1,2,4,,,,3,1,2,20,3,,,1,1,,,,1,389,
2650,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,1,1,1,3,2,2,6,1,3,34,3,1,,4,1,1,3,5,1,681,
2651,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,10,2,3,,1,,1,1,1,34,3,1,1,1,2,2,1,2,3,373,
2652,,,,1,2,2,2,2,2,1,2,1,2,2,20140514,5,1,1,1,1,3,2,5,1,3,23,3,1,,4,1,,,,1,429,
2653,,,,1,2,2,2,1,2,2,2,2,2,2,20140513,5,8,2,3,,2,2,2,1,2,23,3,1,1,3,4,4,2,3,3,1417,
2654,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,9,1,3,,3,3,3,1,2,20,3,1,2,4,5,5,2,3,3,740,
2655,,,,1,2,2,2,2,2,2,2,2,2,2,20140513,5,8,2,3,,2,,2,1,1,34,3,1,5,4,3,2,2,3,3,1303,
2656,,,,2,2,2,2,2,2,2,2,1,2,2,20140424,4,1,1,4,,,,4,1,2,34,3,,,2,1,,,,1,606,
2657,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,1,3,,1,,1,2,,23,3,,4,1,3,2,2,3,3,361,
